title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
Wont Be The Same.,J-Dooly,0.655,0.495,8,-13.45,0,0.369,0.104,0.556,0.116,0.442,170.016,n,5mIbvcBo9TYi5fLDfYBvOD,spotify:track:5mIbvcBo9TYi5fLDfYBvOD,https://api.spotify.com/v1/tracks/5mIbvcBo9TYi5fLDfYBvOD,https://api.spotify.com/v1/audio-analysis/5mIbvcBo9TYi5fLDfYBvOD,172095,4,6
Doing My Thang.,J-Dooly,0.818,0.448,10,-13.02,0,0.232,0.158,0.00272,0.233,0.175,140.027,n,59lgyNSPR2eXc6K0aLlGSh,spotify:track:59lgyNSPR2eXc6K0aLlGSh,https://api.spotify.com/v1/tracks/59lgyNSPR2eXc6K0aLlGSh,https://api.spotify.com/v1/audio-analysis/59lgyNSPR2eXc6K0aLlGSh,140617,4,6
How I Live.,J-Dooly,0.552,0.335,0,-15.48,1,0.391,0.171,0.000547,0.372,0.348,76.996,n,4EJQaa6od3JGd9gywlBFIu,spotify:track:4EJQaa6od3JGd9gywlBFIu,https://api.spotify.com/v1/tracks/4EJQaa6od3JGd9gywlBFIu,https://api.spotify.com/v1/audio-analysis/4EJQaa6od3JGd9gywlBFIu,194220,4,0
"Life-Unit, Not Like Me, Pt. 2",J-Dooly,0.714,0.27,0,-15.307,0,0.304,0.673,0.012,0.18,0.146,81.949,n,5XBUB0lUdHzN9DpDH8l8Dl,spotify:track:5XBUB0lUdHzN9DpDH8l8Dl,https://api.spotify.com/v1/tracks/5XBUB0lUdHzN9DpDH8l8Dl,https://api.spotify.com/v1/audio-analysis/5XBUB0lUdHzN9DpDH8l8Dl,174106,4,12
Outro.,J-Dooly,0.385,0.181,0,-22.932,1,0.156,0.746,5.64e-05,0.272,0.254,86.313,n,5LZbCGnw4wEcUjunPc4X7m,spotify:track:5LZbCGnw4wEcUjunPc4X7m,https://api.spotify.com/v1/tracks/5LZbCGnw4wEcUjunPc4X7m,https://api.spotify.com/v1/audio-analysis/5LZbCGnw4wEcUjunPc4X7m,58096,4,12
Original,Josh Swish,0.325,0.0716,0,-24.789,1,0.0464,0.885,0.885,0.0886,0.736,109.972,n,3LGVqaQVCKaU9oAUEjPMWl,spotify:track:3LGVqaQVCKaU9oAUEjPMWl,https://api.spotify.com/v1/tracks/3LGVqaQVCKaU9oAUEjPMWl,https://api.spotify.com/v1/audio-analysis/3LGVqaQVCKaU9oAUEjPMWl,383399,1,5
Diamonds,Josh Swish,0.779,0.172,9,-14.111,0,0.0454,0.257,0.707,0.113,0.89,120.011,n,0SFOPROxmZLoogAhxl5ccv,spotify:track:0SFOPROxmZLoogAhxl5ccv,https://api.spotify.com/v1/tracks/0SFOPROxmZLoogAhxl5ccv,https://api.spotify.com/v1/audio-analysis/0SFOPROxmZLoogAhxl5ccv,188723,4,8
Green Sweets,Josh Swish,0.396,0.423,7,-17.489,1,0.0382,0.154,0.833,0.114,0.109,159.994,n,4BMS8at8sxWH1rhgEOOPot,spotify:track:4BMS8at8sxWH1rhgEOOPot,https://api.spotify.com/v1/tracks/4BMS8at8sxWH1rhgEOOPot,https://api.spotify.com/v1/audio-analysis/4BMS8at8sxWH1rhgEOOPot,202098,4,8
Mango,Josh Swish,0.721,0.0408,0,-18.594,1,0.0861,0.00636,0.726,0.0541,0.479,99.978,n,2jtnnJmo83Z4PMGJiJ0SYA,spotify:track:2jtnnJmo83Z4PMGJiJ0SYA,https://api.spotify.com/v1/tracks/2jtnnJmo83Z4PMGJiJ0SYA,https://api.spotify.com/v1/audio-analysis/2jtnnJmo83Z4PMGJiJ0SYA,170896,4,8
Black,Josh Swish,0.81,0.132,6,-18.533,0,0.0716,0.00624,0.879,0.0876,0.632,100.022,n,0cjso11cueqPbtyKoZjG1Y,spotify:track:0cjso11cueqPbtyKoZjG1Y,https://api.spotify.com/v1/tracks/0cjso11cueqPbtyKoZjG1Y,https://api.spotify.com/v1/audio-analysis/0cjso11cueqPbtyKoZjG1Y,271943,4,8
Strawberry,Josh Swish,0.808,0.387,7,-14.032,1,0.265,3e-06,0.881,0.111,0.989,110.012,n,3iXGZVUe2mF069B2Had7gh,spotify:track:3iXGZVUe2mF069B2Had7gh,https://api.spotify.com/v1/tracks/3iXGZVUe2mF069B2Had7gh,https://api.spotify.com/v1/audio-analysis/3iXGZVUe2mF069B2Had7gh,102530,4,8
Grape,Josh Swish,0.737,0.0599,0,-22.688,1,0.0725,0.00833,0.0368,0.101,0.0531,100.009,n,0UT6DSs85KvBnhCE99q40p,spotify:track:0UT6DSs85KvBnhCE99q40p,https://api.spotify.com/v1/tracks/0UT6DSs85KvBnhCE99q40p,https://api.spotify.com/v1/audio-analysis/0UT6DSs85KvBnhCE99q40p,329900,4,12
Peach,Josh Swish,0.533,0.577,9,-15.401,0,0.0376,0.427,0.796,0.101,0.349,120.024,n,6M4kJibAQCUyUVdlSK9wfD,spotify:track:6M4kJibAQCUyUVdlSK9wfD,https://api.spotify.com/v1/tracks/6M4kJibAQCUyUVdlSK9wfD,https://api.spotify.com/v1/audio-analysis/6M4kJibAQCUyUVdlSK9wfD,196159,4,8
Blueberry,Josh Swish,0.64,0.313,5,-16.79,1,0.045,0.54,0.906,0.103,0.189,140.004,n,4NnW991y5ZUdslIxAfj6cN,spotify:track:4NnW991y5ZUdslIxAfj6cN,https://api.spotify.com/v1/tracks/4NnW991y5ZUdslIxAfj6cN,https://api.spotify.com/v1/audio-analysis/4NnW991y5ZUdslIxAfj6cN,270457,4,5
Chocolate,Josh Swish,0.768,0.623,7,-15.055,1,0.0945,6.28e-05,0.625,0.0964,0.138,99.998,n,4bjpDbYTZjd6QgqMTuJCQo,spotify:track:4bjpDbYTZjd6QgqMTuJCQo,https://api.spotify.com/v1/tracks/4bjpDbYTZjd6QgqMTuJCQo,https://api.spotify.com/v1/audio-analysis/4bjpDbYTZjd6QgqMTuJCQo,95106,4,8
Tropical Fusion,Josh Swish,0.635,0.148,7,-21.33,1,0.0382,0.827,0.931,0.121,0.106,139.993,n,4JnS8mq0vrZ4don092jeas,spotify:track:4JnS8mq0vrZ4don092jeas,https://api.spotify.com/v1/tracks/4JnS8mq0vrZ4don092jeas,https://api.spotify.com/v1/audio-analysis/4JnS8mq0vrZ4don092jeas,297206,4,5
Hugh Heff,Chuck Maguire,0.779,0.445,9,-10.07,0,0.316,0.149,0.0,0.108,0.481,75.968,n,7tntbBFnaD81MpDgkIk4K1,spotify:track:7tntbBFnaD81MpDgkIk4K1,https://api.spotify.com/v1/tracks/7tntbBFnaD81MpDgkIk4K1,https://api.spotify.com/v1/audio-analysis/7tntbBFnaD81MpDgkIk4K1,217900,4,6
Free FB (Intro),Fast Money Neph,0.606,0.417,11,-24.786,0,0.46,0.832,0.688,0.165,0.221,82.928,n,3OTw5b3Vp3oL3sew8NAMT8,spotify:track:3OTw5b3Vp3oL3sew8NAMT8,https://api.spotify.com/v1/tracks/3OTw5b3Vp3oL3sew8NAMT8,https://api.spotify.com/v1/audio-analysis/3OTw5b3Vp3oL3sew8NAMT8,158093,4,5
Reaper Music,Fast Money Neph,0.659,0.591,11,-10.295,0,0.258,0.0886,0.0,0.311,0.213,145.987,n,4vQqnUlzfAjAF39lDCX17J,spotify:track:4vQqnUlzfAjAF39lDCX17J,https://api.spotify.com/v1/tracks/4vQqnUlzfAjAF39lDCX17J,https://api.spotify.com/v1/audio-analysis/4vQqnUlzfAjAF39lDCX17J,144927,4,6
Business,Fast Money Neph,0.574,0.721,9,-7.025,1,0.298,0.0331,0.0,0.0822,0.331,72.051,n,4rVuibMOIrosoB1w52xJke,spotify:track:4rVuibMOIrosoB1w52xJke,https://api.spotify.com/v1/tracks/4rVuibMOIrosoB1w52xJke,https://api.spotify.com/v1/audio-analysis/4rVuibMOIrosoB1w52xJke,150491,4,0
10N,Fast Money Neph,0.769,0.671,11,-9.534,1,0.331,0.00331,0.0,0.0536,0.766,141.876,n,5dW8ffAdjx3jBtxqn5lgtc,spotify:track:5dW8ffAdjx3jBtxqn5lgtc,https://api.spotify.com/v1/tracks/5dW8ffAdjx3jBtxqn5lgtc,https://api.spotify.com/v1/audio-analysis/5dW8ffAdjx3jBtxqn5lgtc,121783,4,4
Fast Flow,Fast Money Neph,0.586,0.856,2,-8.657,0,0.287,0.32,0.0,0.184,0.58,169.952,n,116VV3X4OW8L4CIpp4vQ0P,spotify:track:116VV3X4OW8L4CIpp4vQ0P,https://api.spotify.com/v1/tracks/116VV3X4OW8L4CIpp4vQ0P,https://api.spotify.com/v1/audio-analysis/116VV3X4OW8L4CIpp4vQ0P,113450,4,2
Hittin,Fast Money Neph,0.731,0.735,3,-7.776,0,0.24,0.0195,0.0,0.0999,0.254,149.879,n,35l3EH0cK3TzCqKNYZORac,spotify:track:35l3EH0cK3TzCqKNYZORac,https://api.spotify.com/v1/tracks/35l3EH0cK3TzCqKNYZORac,https://api.spotify.com/v1/audio-analysis/35l3EH0cK3TzCqKNYZORac,128261,4,2
Clueless,Fast Money Neph,0.753,0.606,1,-8.17,1,0.156,0.0795,0.0,0.106,0.453,144.975,n,60zTBeAdrlCMcPanlJ4Rhw,spotify:track:60zTBeAdrlCMcPanlJ4Rhw,https://api.spotify.com/v1/tracks/60zTBeAdrlCMcPanlJ4Rhw,https://api.spotify.com/v1/audio-analysis/60zTBeAdrlCMcPanlJ4Rhw,158929,4,7
"Fast Story, Pt. 1",Fast Money Neph,0.818,0.689,11,-7.226,1,0.174,0.0236,0.0,0.107,0.23,147.899,n,2btKuAuZcAV4DVCh6HMxdm,spotify:track:2btKuAuZcAV4DVCh6HMxdm,https://api.spotify.com/v1/tracks/2btKuAuZcAV4DVCh6HMxdm,https://api.spotify.com/v1/audio-analysis/2btKuAuZcAV4DVCh6HMxdm,129959,4,4
Fully,Fast Money Neph,0.843,0.746,1,-5.878,0,0.324,0.018,0.0,0.0902,0.887,145.968,n,3dBymAVgvsTzr9bnYK5Jpm,spotify:track:3dBymAVgvsTzr9bnYK5Jpm,https://api.spotify.com/v1/tracks/3dBymAVgvsTzr9bnYK5Jpm,https://api.spotify.com/v1/audio-analysis/3dBymAVgvsTzr9bnYK5Jpm,131553,4,2
Through the City,Fast Money Neph,0.809,0.493,1,-8.835,1,0.3,0.0721,0.0,0.0904,0.28,144.009,n,5bIf90LsOWuHXIMNgQSa1j,spotify:track:5bIf90LsOWuHXIMNgQSa1j,https://api.spotify.com/v1/tracks/5bIf90LsOWuHXIMNgQSa1j,https://api.spotify.com/v1/audio-analysis/5bIf90LsOWuHXIMNgQSa1j,187246,4,0
Active,Fast Money Neph,0.617,0.76,0,-6.074,1,0.196,0.00787,0.0,0.19,0.632,144.814,n,2zCuoisnEq8epgtxpbK5AU,spotify:track:2zCuoisnEq8epgtxpbK5AU,https://api.spotify.com/v1/tracks/2zCuoisnEq8epgtxpbK5AU,https://api.spotify.com/v1/audio-analysis/2zCuoisnEq8epgtxpbK5AU,188735,5,7
Lurkin,Fast Money Neph,0.827,0.574,9,-7.46,1,0.286,0.0183,0.0,0.101,0.319,156.879,n,0n5yi46OSX8PReCQzbqd4e,spotify:track:0n5yi46OSX8PReCQzbqd4e,https://api.spotify.com/v1/tracks/0n5yi46OSX8PReCQzbqd4e,https://api.spotify.com/v1/audio-analysis/0n5yi46OSX8PReCQzbqd4e,110106,4,0
Money Counter Music,Fast Money Neph,0.622,0.766,11,-8.148,0,0.259,0.021,0.0,0.304,0.571,154.992,n,0oXdz3OTMgvR2Oc1Msxiub,spotify:track:0oXdz3OTMgvR2Oc1Msxiub,https://api.spotify.com/v1/tracks/0oXdz3OTMgvR2Oc1Msxiub,https://api.spotify.com/v1/audio-analysis/0oXdz3OTMgvR2Oc1Msxiub,173688,4,6
Who is Fast?,Fast Money Neph,0.787,0.679,8,-7.684,0,0.213,0.0198,0.0,0.109,0.218,149.906,n,4PNOikxtnFfGMbN5Jou0vi,spotify:track:4PNOikxtnFfGMbN5Jou0vi,https://api.spotify.com/v1/tracks/4PNOikxtnFfGMbN5Jou0vi,https://api.spotify.com/v1/audio-analysis/4PNOikxtnFfGMbN5Jou0vi,128287,4,6
Super Max Zombie,Titobeats,0.737,0.201,1,-21.775,0,0.0725,0.0945,0.699,0.091,0.172,135.001,n,6GuDX04qK9opgp6drTXnHC,spotify:track:6GuDX04qK9opgp6drTXnHC,https://api.spotify.com/v1/tracks/6GuDX04qK9opgp6drTXnHC,https://api.spotify.com/v1/audio-analysis/6GuDX04qK9opgp6drTXnHC,199184,4,8
Trick or Treat,Titobeats,0.799,0.527,8,-13.915,0,0.049,0.103,0.947,0.198,0.486,140.016,n,4vR0KVjjT6veSbMJKeNLTt,spotify:track:4vR0KVjjT6veSbMJKeNLTt,https://api.spotify.com/v1/tracks/4vR0KVjjT6veSbMJKeNLTt,https://api.spotify.com/v1/audio-analysis/4vR0KVjjT6veSbMJKeNLTt,185208,4,8
Spooky,Titobeats,0.818,0.29,11,-16.971,1,0.0589,0.0481,0.831,0.133,0.64,123.078,n,6PqEbVaV2Bfz8Tx21KkChd,spotify:track:6PqEbVaV2Bfz8Tx21KkChd,https://api.spotify.com/v1/tracks/6PqEbVaV2Bfz8Tx21KkChd,https://api.spotify.com/v1/audio-analysis/6PqEbVaV2Bfz8Tx21KkChd,163968,4,8
Nightcrawler,Titobeats,0.718,0.345,1,-16.886,1,0.369,0.0116,0.863,0.0899,0.25,170.03,n,7nWHdGpoecPelUfUUYqaWP,spotify:track:7nWHdGpoecPelUfUUYqaWP,https://api.spotify.com/v1/tracks/7nWHdGpoecPelUfUUYqaWP,https://api.spotify.com/v1/audio-analysis/7nWHdGpoecPelUfUUYqaWP,152529,4,8
Crazy,Titobeats,0.768,0.144,10,-18.61,0,0.393,0.000941,0.559,0.104,0.334,82.493,n,7syqLOqSHELXBwuhIA0VPW,spotify:track:7syqLOqSHELXBwuhIA0VPW,https://api.spotify.com/v1/tracks/7syqLOqSHELXBwuhIA0VPW,https://api.spotify.com/v1/audio-analysis/7syqLOqSHELXBwuhIA0VPW,180428,4,6
Courage,Titobeats,0.672,0.208,6,-15.329,0,0.0974,0.00453,0.936,0.103,0.77,90.083,n,23GwURh0SBc6X7LToBwB3U,spotify:track:23GwURh0SBc6X7LToBwB3U,https://api.spotify.com/v1/tracks/23GwURh0SBc6X7LToBwB3U,https://api.spotify.com/v1/audio-analysis/23GwURh0SBc6X7LToBwB3U,165407,4,8
Selfless,Titobeats,0.814,0.692,7,-14.442,1,0.112,0.714,0.437,0.098,0.0941,69.976,n,4uHxLDCLTeCj2XcnFIuj18,spotify:track:4uHxLDCLTeCj2XcnFIuj18,https://api.spotify.com/v1/tracks/4uHxLDCLTeCj2XcnFIuj18,https://api.spotify.com/v1/audio-analysis/4uHxLDCLTeCj2XcnFIuj18,185208,4,12
7 Deadly Sins,Titobeats,0.76,0.197,1,-18.254,1,0.516,5.93e-05,0.839,0.119,0.902,150.006,n,4K1mDsCMFqVNNR9VxKrLma,spotify:track:4K1mDsCMFqVNNR9VxKrLma,https://api.spotify.com/v1/tracks/4K1mDsCMFqVNNR9VxKrLma,https://api.spotify.com/v1/audio-analysis/4K1mDsCMFqVNNR9VxKrLma,160052,4,0
Anarchy,Titobeats,0.816,0.578,8,-14.155,1,0.0816,0.113,0.741,0.131,0.232,149.995,n,1LF4USxm05VNWIkdnHb74N,spotify:track:1LF4USxm05VNWIkdnHb74N,https://api.spotify.com/v1/tracks/1LF4USxm05VNWIkdnHb74N,https://api.spotify.com/v1/audio-analysis/1LF4USxm05VNWIkdnHb74N,172852,4,8
Analog Nightmare,Titobeats,0.73,0.424,4,-15.567,0,0.0467,0.00219,0.934,0.145,0.293,139.972,n,0VqXdAvxlodUmm8LgYZneC,spotify:track:0VqXdAvxlodUmm8LgYZneC,https://api.spotify.com/v1/tracks/0VqXdAvxlodUmm8LgYZneC,https://api.spotify.com/v1/audio-analysis/0VqXdAvxlodUmm8LgYZneC,178338,4,8
Castlevania,Titobeats,0.402,0.514,0,-13.178,0,0.038,0.676,0.807,0.232,0.437,76.998,n,1DYZzBDr0wmzLEamMXXBLA,spotify:track:1DYZzBDr0wmzLEamMXXBLA,https://api.spotify.com/v1/tracks/1DYZzBDr0wmzLEamMXXBLA,https://api.spotify.com/v1/audio-analysis/1DYZzBDr0wmzLEamMXXBLA,249417,4,5
Chants,Titobeats,0.606,0.765,10,-16.128,0,0.258,0.0683,0.973,0.646,0.584,79.939,n,6LOkP0iEdNJv0CVibBDHoU,spotify:track:6LOkP0iEdNJv0CVibBDHoU,https://api.spotify.com/v1/tracks/6LOkP0iEdNJv0CVibBDHoU,https://api.spotify.com/v1/audio-analysis/6LOkP0iEdNJv0CVibBDHoU,168072,5,3
Draculette,Titobeats,0.747,0.461,1,-13.452,1,0.0611,0.0167,0.979,0.119,0.596,91.985,n,1L5SciwrafBdi9vr9fEMad,spotify:track:1L5SciwrafBdi9vr9fEMad,https://api.spotify.com/v1/tracks/1L5SciwrafBdi9vr9fEMad,https://api.spotify.com/v1/audio-analysis/1L5SciwrafBdi9vr9fEMad,140931,4,8
Zuma Beach,Harris Hausen,0.662,0.556,0,-17.975,1,0.0424,0.659,0.808,0.0602,0.964,120.0,n,4Etd2ZtQX95nOCiYiDW9xD,spotify:track:4Etd2ZtQX95nOCiYiDW9xD,https://api.spotify.com/v1/tracks/4Etd2ZtQX95nOCiYiDW9xD,https://api.spotify.com/v1/audio-analysis/4Etd2ZtQX95nOCiYiDW9xD,151933,4,8
Surf,Harris Hausen,0.481,0.328,6,-18.744,0,0.0284,0.955,0.798,0.376,0.532,91.21,n,3pGOhUPqPlfq4kDrVmpHZ6,spotify:track:3pGOhUPqPlfq4kDrVmpHZ6,https://api.spotify.com/v1/tracks/3pGOhUPqPlfq4kDrVmpHZ6,https://api.spotify.com/v1/audio-analysis/3pGOhUPqPlfq4kDrVmpHZ6,137960,4,5
Midnight Tide,Harris Hausen,0.532,0.122,0,-19.848,1,0.0479,0.974,0.947,0.111,0.122,82.534,n,4crDvVvJ0ulUTd4pMb5jF7,spotify:track:4crDvVvJ0ulUTd4pMb5jF7,https://api.spotify.com/v1/tracks/4crDvVvJ0ulUTd4pMb5jF7,https://api.spotify.com/v1/audio-analysis/4crDvVvJ0ulUTd4pMb5jF7,134000,4,5
Spanish Surf,Harris Hausen,0.481,0.328,6,-18.744,0,0.0284,0.955,0.798,0.376,0.532,91.21,n,3pGOhUPqPlfq4kDrVmpHZ6,spotify:track:3pGOhUPqPlfq4kDrVmpHZ6,https://api.spotify.com/v1/tracks/3pGOhUPqPlfq4kDrVmpHZ6,https://api.spotify.com/v1/audio-analysis/3pGOhUPqPlfq4kDrVmpHZ6,137960,4,5
Hot Rod,Harris Hausen,0.622,0.186,6,-20.219,0,0.0372,0.808,0.917,0.0767,0.432,95.59,n,7fMNdjcZeO9QXXVNStdNkK,spotify:track:7fMNdjcZeO9QXXVNStdNkK,https://api.spotify.com/v1/tracks/7fMNdjcZeO9QXXVNStdNkK,https://api.spotify.com/v1/audio-analysis/7fMNdjcZeO9QXXVNStdNkK,145947,4,5
Motor,Harris Hausen,0.532,0.414,0,-23.339,1,0.0329,0.883,0.886,0.148,0.972,170.686,n,1RyFZP6ugDu0tPG5viN8QT,spotify:track:1RyFZP6ugDu0tPG5viN8QT,https://api.spotify.com/v1/tracks/1RyFZP6ugDu0tPG5viN8QT,https://api.spotify.com/v1/audio-analysis/1RyFZP6ugDu0tPG5viN8QT,145947,4,5
Mas Chingon (feat. Benny Tarantino),Big Rome,0.604,0.912,1,-8.628,1,0.395,0.317,0.0,0.689,0.533,168.174,n,12bvAcYDTDYKsfhg9tUXLt,spotify:track:12bvAcYDTDYKsfhg9tUXLt,https://api.spotify.com/v1/tracks/12bvAcYDTDYKsfhg9tUXLt,https://api.spotify.com/v1/audio-analysis/12bvAcYDTDYKsfhg9tUXLt,217184,4,10
I (EyE),MK Virgo,0.453,0.449,4,-10.381,0,0.135,0.00699,0.88,0.145,0.0564,150.044,n,1WCSQW5bxEikaIaNlTOMzp,spotify:track:1WCSQW5bxEikaIaNlTOMzp,https://api.spotify.com/v1/tracks/1WCSQW5bxEikaIaNlTOMzp,https://api.spotify.com/v1/audio-analysis/1WCSQW5bxEikaIaNlTOMzp,135685,4,8
Survivor (feat. Da Brat) - Remix - Extended Version,Destiny's Child,0.589,0.902,8,-2.744,1,0.346,0.0171,0.0,0.393,0.768,161.445,n,4PJxvADlUtjMSbbwG7lPjg,spotify:track:4PJxvADlUtjMSbbwG7lPjg,https://api.spotify.com/v1/tracks/4PJxvADlUtjMSbbwG7lPjg,https://api.spotify.com/v1/audio-analysis/4PJxvADlUtjMSbbwG7lPjg,264760,4,9
"Bootylicious feat. Missy Elliot (Remix) (feat. Missy ""Misdemeanor"" Elliott) - Rockwilder Remix",Destiny's Child,0.551,0.709,1,-2.761,1,0.209,0.106,0.0,0.27,0.661,96.877,n,29ozby8c3d3hOtm0nIASqJ,spotify:track:29ozby8c3d3hOtm0nIASqJ,https://api.spotify.com/v1/tracks/29ozby8c3d3hOtm0nIASqJ,https://api.spotify.com/v1/audio-analysis/29ozby8c3d3hOtm0nIASqJ,251200,4,7
Ride With a Loc,Whosthahottest,0.884,0.703,5,-6.165,0,0.307,0.147,0.0,0.1,0.637,99.046,n,2H0xlK3Ao3kOHtS3pE8pvU,spotify:track:2H0xlK3Ao3kOHtS3pE8pvU,https://api.spotify.com/v1/tracks/2H0xlK3Ao3kOHtS3pE8pvU,https://api.spotify.com/v1/audio-analysis/2H0xlK3Ao3kOHtS3pE8pvU,230034,4,2
Power,Alei Islah,0.767,0.838,4,-6.456,1,0.179,0.292,5.88e-06,0.293,0.578,96.6,n,4ZEvw9nVwr1gqEGOAIu2AY,spotify:track:4ZEvw9nVwr1gqEGOAIu2AY,https://api.spotify.com/v1/tracks/4ZEvw9nVwr1gqEGOAIu2AY,https://api.spotify.com/v1/audio-analysis/4ZEvw9nVwr1gqEGOAIu2AY,141289,4,7
Ratchet Shit,Alei Islah,0.897,0.573,7,-8.668,1,0.408,0.0103,0.0,0.257,0.626,82.546,n,31qjOHYOnReHDbSbZ9UkHw,spotify:track:31qjOHYOnReHDbSbZ9UkHw,https://api.spotify.com/v1/tracks/31qjOHYOnReHDbSbZ9UkHw,https://api.spotify.com/v1/audio-analysis/31qjOHYOnReHDbSbZ9UkHw,256129,4,0
STRIPPER SEASON,Alei Islah,0.935,0.796,5,-6.282,1,0.431,0.0733,4.88e-06,0.0844,0.879,95.497,n,5VO5EHgVKYUhomT6JcpF2Y,spotify:track:5VO5EHgVKYUhomT6JcpF2Y,https://api.spotify.com/v1/tracks/5VO5EHgVKYUhomT6JcpF2Y,https://api.spotify.com/v1/audio-analysis/5VO5EHgVKYUhomT6JcpF2Y,159121,4,0
Move Bitch,Alei Islah,0.94,0.487,6,-7.36,0,0.553,0.00637,0.0,0.272,0.692,130.058,n,3P4IBVRAsVtwsVp7ERwSm8,spotify:track:3P4IBVRAsVtwsVp7ERwSm8,https://api.spotify.com/v1/tracks/3P4IBVRAsVtwsVp7ERwSm8,https://api.spotify.com/v1/audio-analysis/3P4IBVRAsVtwsVp7ERwSm8,129625,4,6
Hoochie Mami,Alei Islah,0.942,0.658,6,-7.285,0,0.373,0.00385,0.0,0.168,0.462,98.953,n,1bNWmEw0Xl12ZyLdfvzNcY,spotify:track:1bNWmEw0Xl12ZyLdfvzNcY,https://api.spotify.com/v1/tracks/1bNWmEw0Xl12ZyLdfvzNcY,https://api.spotify.com/v1/audio-analysis/1bNWmEw0Xl12ZyLdfvzNcY,135097,4,6
Back n Forth,Alei Islah,0.842,0.734,9,-5.776,1,0.242,0.258,0.0,0.157,0.932,100.001,n,5J4BA3AuPeeSNWYsH2nwfE,spotify:track:5J4BA3AuPeeSNWYsH2nwfE,https://api.spotify.com/v1/tracks/5J4BA3AuPeeSNWYsH2nwfE,https://api.spotify.com/v1/audio-analysis/5J4BA3AuPeeSNWYsH2nwfE,133681,4,4
Throw that Ass,Alei Islah,0.618,0.299,4,-9.596,0,0.196,0.899,0.0,0.195,0.604,86.446,n,6iHQu1uEgqjuUXC6bxomP8,spotify:track:6iHQu1uEgqjuUXC6bxomP8,https://api.spotify.com/v1/tracks/6iHQu1uEgqjuUXC6bxomP8,https://api.spotify.com/v1/audio-analysis/6iHQu1uEgqjuUXC6bxomP8,237481,4,12
Only Fans,Alei Islah,0.856,0.962,11,-5.122,1,0.369,0.376,1.05e-05,0.214,0.579,99.965,n,12l7mlrNxqspjxKjhFHo8n,spotify:track:12l7mlrNxqspjxKjhFHo8n,https://api.spotify.com/v1/tracks/12l7mlrNxqspjxKjhFHo8n,https://api.spotify.com/v1/audio-analysis/12l7mlrNxqspjxKjhFHo8n,150841,4,4
Chanel,Alei Islah,0.929,0.88,6,-5.522,0,0.384,0.46,0.0,0.468,0.792,95.98,n,0uMe9vxB8jrpc1V8Tc1t8R,spotify:track:0uMe9vxB8jrpc1V8Tc1t8R,https://api.spotify.com/v1/tracks/0uMe9vxB8jrpc1V8Tc1t8R,https://api.spotify.com/v1/audio-analysis/0uMe9vxB8jrpc1V8Tc1t8R,144217,4,6
Shake That Ass,Alei Islah,0.93,0.326,7,-8.915,1,0.732,0.00603,0.0,0.254,0.489,135.11,n,4Jb9bM00PZM3FH9h8SHTLV,spotify:track:4Jb9bM00PZM3FH9h8SHTLV,https://api.spotify.com/v1/tracks/4Jb9bM00PZM3FH9h8SHTLV,https://api.spotify.com/v1/audio-analysis/4Jb9bM00PZM3FH9h8SHTLV,122881,4,0
Poppin,Alei Islah,0.858,0.604,1,-6.819,1,0.437,0.1,0.0,0.209,0.769,88.902,n,30BNjF9EF15XZPs9ks5GjR,spotify:track:30BNjF9EF15XZPs9ks5GjR,https://api.spotify.com/v1/tracks/30BNjF9EF15XZPs9ks5GjR,https://api.spotify.com/v1/audio-analysis/30BNjF9EF15XZPs9ks5GjR,161473,4,0
Run It Up,Alei Islah,0.53,0.823,1,-5.518,0,0.469,0.744,0.0,0.104,0.623,180.174,n,0ZQxJNKbC1x2pF5suOhTox,spotify:track:0ZQxJNKbC1x2pF5suOhTox,https://api.spotify.com/v1/tracks/0ZQxJNKbC1x2pF5suOhTox,https://api.spotify.com/v1/audio-analysis/0ZQxJNKbC1x2pF5suOhTox,160873,4,2
Posse Up,Techniec,0.79,0.669,9,-4.219,1,0.289,0.0227,0.0,0.0687,0.18,85.934,n,6W3VM2sLkP6rRDX0lJipl3,spotify:track:6W3VM2sLkP6rRDX0lJipl3,https://api.spotify.com/v1/tracks/6W3VM2sLkP6rRDX0lJipl3,https://api.spotify.com/v1/audio-analysis/6W3VM2sLkP6rRDX0lJipl3,193228,4,0
Bad Things - The Theme From 'True Blood',Jace Everett,0.63,0.827,4,-3.83,0,0.0409,0.0147,0.193,0.539,0.684,131.013,n,0TQ7odA4Yjxyr3EdUpSKCU,spotify:track:0TQ7odA4Yjxyr3EdUpSKCU,https://api.spotify.com/v1/tracks/0TQ7odA4Yjxyr3EdUpSKCU,https://api.spotify.com/v1/audio-analysis/0TQ7odA4Yjxyr3EdUpSKCU,162973,4,2
Anywhere You Wanna Go - Alt. Version,Yung Shadøw,0.702,0.376,4,-14.575,0,0.183,0.505,0.0,0.128,0.0761,82.412,n,2RHIxRC1cuL1vyvGuEDXpv,spotify:track:2RHIxRC1cuL1vyvGuEDXpv,https://api.spotify.com/v1/tracks/2RHIxRC1cuL1vyvGuEDXpv,https://api.spotify.com/v1/audio-analysis/2RHIxRC1cuL1vyvGuEDXpv,93675,4,12
