title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
Steppin,Top oppz,0.785,0.352,1,-13.419,1,0.103,0.0131,0.0,0.391,0.153,86.999,n,48L9AbXAHTJOHBACt02W67,spotify:track:48L9AbXAHTJOHBACt02W67,https://api.spotify.com/v1/tracks/48L9AbXAHTJOHBACt02W67,https://api.spotify.com/v1/audio-analysis/48L9AbXAHTJOHBACt02W67,141781,4,0
Demon time,Top oppz,0.835,0.521,6,-11.168,0,0.296,0.572,2.93e-06,0.118,0.672,89.988,n,0YBrDGrjO7LzABKsaLzp1U,spotify:track:0YBrDGrjO7LzABKsaLzp1U,https://api.spotify.com/v1/tracks/0YBrDGrjO7LzABKsaLzp1U,https://api.spotify.com/v1/audio-analysis/0YBrDGrjO7LzABKsaLzp1U,161776,4,6
Pop out,Top oppz,0.754,0.505,10,-11.131,0,0.369,0.189,0.0,0.0991,0.751,89.977,n,2ACxnDAX3goWvI5roR7Goe,spotify:track:2ACxnDAX3goWvI5roR7Goe,https://api.spotify.com/v1/tracks/2ACxnDAX3goWvI5roR7Goe,https://api.spotify.com/v1/audio-analysis/2ACxnDAX3goWvI5roR7Goe,149400,4,6
Air it outK,Top oppz,0.635,0.872,11,-5.991,0,0.184,0.536,3.33e-06,0.114,0.557,89.975,n,1mnTE0AsLbzzcSqAOoQgxZ,spotify:track:1mnTE0AsLbzzcSqAOoQgxZ,https://api.spotify.com/v1/tracks/1mnTE0AsLbzzcSqAOoQgxZ,https://api.spotify.com/v1/audio-analysis/1mnTE0AsLbzzcSqAOoQgxZ,185391,4,6
Box em out,Top oppz,0.659,0.645,2,-7.956,1,0.345,0.18,0.0,0.221,0.354,180.03,n,6LAd49641x2ao16dZASDGw,spotify:track:6LAd49641x2ao16dZASDGw,https://api.spotify.com/v1/tracks/6LAd49641x2ao16dZASDGw,https://api.spotify.com/v1/audio-analysis/6LAd49641x2ao16dZASDGw,167053,4,0
Top oppz,Top oppz,0.771,0.708,1,-7.818,1,0.371,0.206,0.0,0.142,0.433,91.159,n,5SrrFw1OuN7boT8lq9cIs8,spotify:track:5SrrFw1OuN7boT8lq9cIs8,https://api.spotify.com/v1/tracks/5SrrFw1OuN7boT8lq9cIs8,https://api.spotify.com/v1/audio-analysis/5SrrFw1OuN7boT8lq9cIs8,164754,4,0
Freak Flag,Optimist Prime,0.654,0.738,2,-8.427,1,0.0303,0.000241,0.728,0.313,0.632,122.116,n,0VEuaPKyTpEaLqvE8rzsI6,spotify:track:0VEuaPKyTpEaLqvE8rzsI6,https://api.spotify.com/v1/tracks/0VEuaPKyTpEaLqvE8rzsI6,https://api.spotify.com/v1/audio-analysis/0VEuaPKyTpEaLqvE8rzsI6,147864,4,8
One For the Homies,Optimist Prime,0.667,0.6,4,-11.266,1,0.028,0.0022,0.889,0.168,0.696,130.065,n,31bVn8iFlE8jN0kYOSePpQ,spotify:track:31bVn8iFlE8jN0kYOSePpQ,https://api.spotify.com/v1/tracks/31bVn8iFlE8jN0kYOSePpQ,https://api.spotify.com/v1/audio-analysis/31bVn8iFlE8jN0kYOSePpQ,145945,4,8
"Alright, My Darling",Optimist Prime,0.608,0.441,9,-11.994,1,0.0256,0.213,0.878,0.114,0.448,89.996,n,5Jn745ANrdqh0GA1xu0i2i,spotify:track:5Jn745ANrdqh0GA1xu0i2i,https://api.spotify.com/v1/tracks/5Jn745ANrdqh0GA1xu0i2i,https://api.spotify.com/v1/audio-analysis/5Jn745ANrdqh0GA1xu0i2i,191333,4,8
Donna's Shadow,Optimist Prime,0.608,0.691,2,-9.53,1,0.0304,1.97e-05,0.871,0.134,0.71,133.123,n,0f7hJo2YDlh69k12ttSYUl,spotify:track:0f7hJo2YDlh69k12ttSYUl,https://api.spotify.com/v1/tracks/0f7hJo2YDlh69k12ttSYUl,https://api.spotify.com/v1/audio-analysis/0f7hJo2YDlh69k12ttSYUl,127265,4,8
Skylark,Optimist Prime,0.625,0.82,2,-8.464,1,0.0282,0.00494,0.609,0.156,0.581,114.008,n,2gfkvraRwVbvmI2YKlCOlb,spotify:track:2gfkvraRwVbvmI2YKlCOlb,https://api.spotify.com/v1/tracks/2gfkvraRwVbvmI2YKlCOlb,https://api.spotify.com/v1/audio-analysis/2gfkvraRwVbvmI2YKlCOlb,175026,4,7
Piece of Me,Optimist Prime,0.344,0.129,0,-7.571,1,0.043,0.971,0.815,0.0935,0.214,146.161,n,0wY9sM67LvYpjmLGn0IAOW,spotify:track:0wY9sM67LvYpjmLGn0IAOW,https://api.spotify.com/v1/tracks/0wY9sM67LvYpjmLGn0IAOW,https://api.spotify.com/v1/audio-analysis/0wY9sM67LvYpjmLGn0IAOW,50044,3,5
Protesting the Protest,Optimist Prime,0.384,0.72,11,-8.709,0,0.038,0.000169,0.853,0.131,0.595,127.717,n,2GfXK7Dk5u5Z9JFDnnEw2e,spotify:track:2GfXK7Dk5u5Z9JFDnnEw2e,https://api.spotify.com/v1/tracks/2GfXK7Dk5u5Z9JFDnnEw2e,https://api.spotify.com/v1/audio-analysis/2GfXK7Dk5u5Z9JFDnnEw2e,192439,4,8
Digital Dream Girl,Optimist Prime,0.528,0.564,5,-9.7,1,0.0285,0.0148,0.832,0.224,0.398,99.967,n,6CLziPlrC2BKVYUCCynWjo,spotify:track:6CLziPlrC2BKVYUCCynWjo,https://api.spotify.com/v1/tracks/6CLziPlrC2BKVYUCCynWjo,https://api.spotify.com/v1/audio-analysis/6CLziPlrC2BKVYUCCynWjo,140452,4,8
Belly of the Beast,Optimist Prime,0.723,0.395,11,-11.575,0,0.0337,0.217,0.9,0.216,0.484,89.969,n,6VIqgP6R8aLowwyGKi7Lqb,spotify:track:6VIqgP6R8aLowwyGKi7Lqb,https://api.spotify.com/v1/tracks/6VIqgP6R8aLowwyGKi7Lqb,https://api.spotify.com/v1/audio-analysis/6VIqgP6R8aLowwyGKi7Lqb,108287,4,8
Repeat After Me,Optimist Prime,0.71,0.72,11,-7.374,0,0.031,0.000411,0.109,0.117,0.459,130.011,n,7hX4FVHDo8nFyXZ2f3gXB3,spotify:track:7hX4FVHDo8nFyXZ2f3gXB3,https://api.spotify.com/v1/tracks/7hX4FVHDo8nFyXZ2f3gXB3,https://api.spotify.com/v1/audio-analysis/7hX4FVHDo8nFyXZ2f3gXB3,139223,4,6
A Place of Love In Her Heart,Optimist Prime,0.578,0.64,4,-9.324,1,0.0284,0.168,0.905,0.0857,0.568,110.065,n,5UXqu7NvgKWcmJlD00Dris,spotify:track:5UXqu7NvgKWcmJlD00Dris,https://api.spotify.com/v1/tracks/5UXqu7NvgKWcmJlD00Dris,https://api.spotify.com/v1/audio-analysis/5UXqu7NvgKWcmJlD00Dris,210864,4,8
"Peppermint River, Pt. 1",Optimist Prime,0.598,0.403,2,-10.816,1,0.027,0.394,0.839,0.159,0.284,76.93,n,3PHlFxWkb8NcjJrzV8Tpqn,spotify:track:3PHlFxWkb8NcjJrzV8Tpqn,https://api.spotify.com/v1/tracks/3PHlFxWkb8NcjJrzV8Tpqn,https://api.spotify.com/v1/audio-analysis/3PHlFxWkb8NcjJrzV8Tpqn,102015,4,8
"Peppermint River, Pt. 2",Optimist Prime,0.421,0.588,7,-8.993,0,0.0322,0.501,0.0431,0.506,0.742,153.667,n,1QQzgVSxq8SMICEfFEX98S,spotify:track:1QQzgVSxq8SMICEfFEX98S,https://api.spotify.com/v1/tracks/1QQzgVSxq8SMICEfFEX98S,https://api.spotify.com/v1/audio-analysis/1QQzgVSxq8SMICEfFEX98S,42828,3,6
"Peppermint River, Pt. 3",Optimist Prime,0.584,0.494,11,-12.265,0,0.0262,0.478,0.926,0.125,0.214,76.979,n,4elW5GYFcjxKsLF2lPWnCk,spotify:track:4elW5GYFcjxKsLF2lPWnCk,https://api.spotify.com/v1/tracks/4elW5GYFcjxKsLF2lPWnCk,https://api.spotify.com/v1/audio-analysis/4elW5GYFcjxKsLF2lPWnCk,101029,4,8
"Peppermint River, Pt. 4",Optimist Prime,0.453,0.325,2,-12.926,0,0.0435,0.155,0.878,0.109,0.132,77.177,n,3JDWtLnTAlTeMQ54lE9Kuk,spotify:track:3JDWtLnTAlTeMQ54lE9Kuk,https://api.spotify.com/v1/tracks/3JDWtLnTAlTeMQ54lE9Kuk,https://api.spotify.com/v1/audio-analysis/3JDWtLnTAlTeMQ54lE9Kuk,71989,4,8
Comfortable,JAYTREMENDOUS,0.752,0.337,3,-8.732,1,0.387,0.366,0.0,0.106,0.527,83.99,n,3zhgTQDggXHRTgMWGDsqRA,spotify:track:3zhgTQDggXHRTgMWGDsqRA,https://api.spotify.com/v1/tracks/3zhgTQDggXHRTgMWGDsqRA,https://api.spotify.com/v1/audio-analysis/3zhgTQDggXHRTgMWGDsqRA,184310,4,0
Let's Go Brandon!,MrRead,0.667,0.448,1,-13.666,0,0.432,0.0589,0.0,0.223,0.78,127.667,n,0X413ijpTNaHWWdkKjeiuL,spotify:track:0X413ijpTNaHWWdkKjeiuL,https://api.spotify.com/v1/tracks/0X413ijpTNaHWWdkKjeiuL,https://api.spotify.com/v1/audio-analysis/0X413ijpTNaHWWdkKjeiuL,153823,4,2
Fresh Air,Lofi Swole Beats,0.721,0.145,2,-25.904,0,0.17,0.253,0.838,0.131,0.315,160.075,n,7lw1oBURGC4h4l6mx7kQHl,spotify:track:7lw1oBURGC4h4l6mx7kQHl,https://api.spotify.com/v1/tracks/7lw1oBURGC4h4l6mx7kQHl,https://api.spotify.com/v1/audio-analysis/7lw1oBURGC4h4l6mx7kQHl,132048,4,5
Retreat,Lofi Swole Beats,0.708,0.199,4,-23.203,0,0.131,0.536,0.867,0.233,0.664,74.98,n,2G0AoNyRPWcbqW4BMLYwow,spotify:track:2G0AoNyRPWcbqW4BMLYwow,https://api.spotify.com/v1/tracks/2G0AoNyRPWcbqW4BMLYwow,https://api.spotify.com/v1/audio-analysis/2G0AoNyRPWcbqW4BMLYwow,153648,4,5
Meditation,Lofi Swole Beats,0.668,0.108,9,-18.526,1,0.0362,0.968,0.935,0.0939,0.267,75.031,n,0O9MjOFC8kWJQ2EKnitrYH,spotify:track:0O9MjOFC8kWJQ2EKnitrYH,https://api.spotify.com/v1/tracks/0O9MjOFC8kWJQ2EKnitrYH,https://api.spotify.com/v1/audio-analysis/0O9MjOFC8kWJQ2EKnitrYH,153648,4,5
So Chill,Lofi Swole Beats,0.674,0.779,9,-19.731,0,0.0568,0.266,0.68,0.707,0.0821,75.031,n,6SKSrWSTWaYWJAj57Wo3OM,spotify:track:6SKSrWSTWaYWJAj57Wo3OM,https://api.spotify.com/v1/tracks/6SKSrWSTWaYWJAj57Wo3OM,https://api.spotify.com/v1/audio-analysis/6SKSrWSTWaYWJAj57Wo3OM,131232,4,3
Unwind,Lofi Swole Beats,0.824,0.134,0,-26.141,0,0.0913,0.783,0.734,0.168,0.626,74.97,n,6TlFHItIT7vYNX9bb3X6DE,spotify:track:6TlFHItIT7vYNX9bb3X6DE,https://api.spotify.com/v1/tracks/6TlFHItIT7vYNX9bb3X6DE,https://api.spotify.com/v1/audio-analysis/6TlFHItIT7vYNX9bb3X6DE,128040,4,5
Feelings,Lofi Swole Beats,0.69,0.226,10,-26.214,0,0.112,0.818,0.285,0.157,0.313,74.987,n,7wzYXmla9QBEyGSDZRqf4m,spotify:track:7wzYXmla9QBEyGSDZRqf4m,https://api.spotify.com/v1/tracks/7wzYXmla9QBEyGSDZRqf4m,https://api.spotify.com/v1/audio-analysis/7wzYXmla9QBEyGSDZRqf4m,140832,4,5
Lay Back,Lofi Swole Beats,0.751,0.206,7,-30.458,1,0.103,0.913,0.816,0.206,0.642,140.002,n,0MClQv5C7tZRPwT73xto7k,spotify:track:0MClQv5C7tZRPwT73xto7k,https://api.spotify.com/v1/tracks/0MClQv5C7tZRPwT73xto7k,https://api.spotify.com/v1/audio-analysis/0MClQv5C7tZRPwT73xto7k,123480,4,5
Zoned Out,Lofi Swole Beats,0.783,0.0306,7,-23.312,0,0.0577,0.83,0.749,0.199,0.472,80.03,n,1tYoCWdLSrmOZpWrwgr7uy,spotify:track:1tYoCWdLSrmOZpWrwgr7uy,https://api.spotify.com/v1/tracks/1tYoCWdLSrmOZpWrwgr7uy,https://api.spotify.com/v1/audio-analysis/1tYoCWdLSrmOZpWrwgr7uy,156048,4,5
Flow,Lofi Swole Beats,0.736,0.0919,0,-28.652,1,0.0492,0.952,0.936,0.166,0.423,160.076,n,3XMjHRqyMZmp5t93lWilNA,spotify:track:3XMjHRqyMZmp5t93lWilNA,https://api.spotify.com/v1/tracks/3XMjHRqyMZmp5t93lWilNA,https://api.spotify.com/v1/audio-analysis/3XMjHRqyMZmp5t93lWilNA,156048,4,5
Stare,Lofi Swole Beats,0.407,0.0125,0,-34.743,1,0.0506,0.91,0.908,0.137,0.114,126.659,n,18bDFs6V9S8f86JWh1jRyL,spotify:track:18bDFs6V9S8f86JWh1jRyL,https://api.spotify.com/v1/tracks/18bDFs6V9S8f86JWh1jRyL,https://api.spotify.com/v1/audio-analysis/18bDFs6V9S8f86JWh1jRyL,156048,3,13
Thinking,Lofi Swole Beats,0.562,0.135,5,-30.366,1,0.0619,0.959,0.922,0.115,0.937,150.09,n,6AWc9cRawAzKMBOSteLm2w,spotify:track:6AWc9cRawAzKMBOSteLm2w,https://api.spotify.com/v1/tracks/6AWc9cRawAzKMBOSteLm2w,https://api.spotify.com/v1/audio-analysis/6AWc9cRawAzKMBOSteLm2w,131232,4,5
Waves,Lofi Swole Beats,0.845,0.44,11,-21.017,0,0.05,0.741,0.962,0.155,0.668,90.002,n,4np6zlJPgHNdMlJbylQwGz,spotify:track:4np6zlJPgHNdMlJbylQwGz,https://api.spotify.com/v1/tracks/4np6zlJPgHNdMlJbylQwGz,https://api.spotify.com/v1/audio-analysis/4np6zlJPgHNdMlJbylQwGz,128040,4,5
Kick Back,Lofi Swole Beats,0.719,0.0629,6,-21.729,1,0.274,0.947,0.676,0.131,0.338,75.0,n,0AOMPscWb9Mi0NPqjez3Yz,spotify:track:0AOMPscWb9Mi0NPqjez3Yz,https://api.spotify.com/v1/tracks/0AOMPscWb9Mi0NPqjez3Yz,https://api.spotify.com/v1/audio-analysis/0AOMPscWb9Mi0NPqjez3Yz,140832,4,5
Peaceful,Lofi Swole Beats,0.826,0.258,2,-23.182,1,0.0702,0.751,0.879,0.13,0.442,75.007,n,3gQyqfV22A12Y7FthCOhhw,spotify:track:3gQyqfV22A12Y7FthCOhhw,https://api.spotify.com/v1/tracks/3gQyqfV22A12Y7FthCOhhw,https://api.spotify.com/v1/audio-analysis/3gQyqfV22A12Y7FthCOhhw,128040,4,5
Dream,Lofi Swole Beats,0.654,0.0176,11,-26.491,0,0.0637,0.809,0.0135,0.0691,0.715,180.166,n,0MbsoLmJp2WThprs2Ickaa,spotify:track:0MbsoLmJp2WThprs2Ickaa,https://api.spotify.com/v1/tracks/0MbsoLmJp2WThprs2Ickaa,https://api.spotify.com/v1/audio-analysis/0MbsoLmJp2WThprs2Ickaa,138696,4,5
Sleepy,Lofi Swole Beats,0.607,0.149,9,-26.7,0,0.0345,0.955,0.783,0.191,0.377,90.012,n,4qWtIrdC66p9lsoGmHJrA6,spotify:track:4qWtIrdC66p9lsoGmHJrA6,https://api.spotify.com/v1/tracks/4qWtIrdC66p9lsoGmHJrA6,https://api.spotify.com/v1/audio-analysis/4qWtIrdC66p9lsoGmHJrA6,130272,4,5
Focus,Lofi Swole Beats,0.739,0.113,7,-29.792,1,0.0562,0.876,0.835,0.161,0.421,90.01,n,7IkAJM8aHQMQOcKLdSy75X,spotify:track:7IkAJM8aHQMQOcKLdSy75X,https://api.spotify.com/v1/tracks/7IkAJM8aHQMQOcKLdSy75X,https://api.spotify.com/v1/audio-analysis/7IkAJM8aHQMQOcKLdSy75X,120048,4,5
Restore,Lofi Swole Beats,0.67,0.00719,7,-30.425,0,0.058,0.783,0.498,0.0568,0.26,75.01,n,6wiZbq4qLeY37ZjX7WeNQI,spotify:track:6wiZbq4qLeY37ZjX7WeNQI,https://api.spotify.com/v1/tracks/6wiZbq4qLeY37ZjX7WeNQI,https://api.spotify.com/v1/audio-analysis/6wiZbq4qLeY37ZjX7WeNQI,128040,4,5
Too Chill,Lofi Swole Beats,0.718,0.0132,2,-24.661,0,0.109,0.804,0.884,0.0943,0.647,85.052,n,6xRRliyzZMcw9zWOhix42q,spotify:track:6xRRliyzZMcw9zWOhix42q,https://api.spotify.com/v1/tracks/6xRRliyzZMcw9zWOhix42q,https://api.spotify.com/v1/audio-analysis/6xRRliyzZMcw9zWOhix42q,124272,4,5
River,Lofi Swole Beats,0.864,0.22,7,-25.697,0,0.138,0.922,0.31,0.292,0.0803,84.996,n,2Gs8oko42a78HTAOT19IIu,spotify:track:2Gs8oko42a78HTAOT19IIu,https://api.spotify.com/v1/tracks/2Gs8oko42a78HTAOT19IIu,https://api.spotify.com/v1/audio-analysis/2Gs8oko42a78HTAOT19IIu,124272,4,5
Wondering,Tiny Towns,0.559,0.643,8,-9.143,1,0.0323,0.0106,0.0163,0.137,0.23,128.148,n,3jj2yzywHBEiYw8osUgxGW,spotify:track:3jj2yzywHBEiYw8osUgxGW,https://api.spotify.com/v1/tracks/3jj2yzywHBEiYw8osUgxGW,https://api.spotify.com/v1/audio-analysis/3jj2yzywHBEiYw8osUgxGW,202803,4,9
Take Me Under,Tiny Towns,0.466,0.56,10,-10.667,0,0.0601,0.114,0.000723,0.0983,0.405,128.915,n,6DLQvTP05A7YcN3YMO4DQR,spotify:track:6DLQvTP05A7YcN3YMO4DQR,https://api.spotify.com/v1/tracks/6DLQvTP05A7YcN3YMO4DQR,https://api.spotify.com/v1/audio-analysis/6DLQvTP05A7YcN3YMO4DQR,184870,4,6
Better Than This,Tiny Towns,0.651,0.785,3,-8.557,1,0.0396,0.0019,4.67e-05,0.0673,0.641,128.377,n,4HTcAWJzIifl8kImwnEsFx,spotify:track:4HTcAWJzIifl8kImwnEsFx,https://api.spotify.com/v1/tracks/4HTcAWJzIifl8kImwnEsFx,https://api.spotify.com/v1/audio-analysis/4HTcAWJzIifl8kImwnEsFx,184113,4,7
XIII,Tiny Towns,0.577,0.695,0,-9.968,0,0.0436,0.126,0.0182,0.122,0.605,152.359,n,70ZBWRdV7vBhzoAZLudncb,spotify:track:70ZBWRdV7vBhzoAZLudncb,https://api.spotify.com/v1/tracks/70ZBWRdV7vBhzoAZLudncb,https://api.spotify.com/v1/audio-analysis/70ZBWRdV7vBhzoAZLudncb,218721,4,2
Head,Tiny Towns,0.639,0.691,1,-10.929,1,0.0469,0.0762,0.00217,0.103,0.3,109.266,n,1fDidHrKycWvExVtEB0nSp,spotify:track:1fDidHrKycWvExVtEB0nSp,https://api.spotify.com/v1/tracks/1fDidHrKycWvExVtEB0nSp,https://api.spotify.com/v1/audio-analysis/1fDidHrKycWvExVtEB0nSp,231676,4,7
No Te Pido Nada,Flaco el Jandro,0.817,0.552,10,-5.261,1,0.0334,0.749,0.0,0.104,0.835,103.989,n,5CisM4z0VkmLTG8RaCqy5t,spotify:track:5CisM4z0VkmLTG8RaCqy5t,https://api.spotify.com/v1/tracks/5CisM4z0VkmLTG8RaCqy5t,https://api.spotify.com/v1/audio-analysis/5CisM4z0VkmLTG8RaCqy5t,204467,4,4
Tempo,Shinyen,0.853,0.525,1,-6.165,1,0.0525,0.457,0.0,0.226,0.875,96.071,n,1Tzp8sOtha23B9G6oIFn5o,spotify:track:1Tzp8sOtha23B9G6oIFn5o,https://api.spotify.com/v1/tracks/1Tzp8sOtha23B9G6oIFn5o,https://api.spotify.com/v1/audio-analysis/1Tzp8sOtha23B9G6oIFn5o,195625,4,7
Black Frost,Harvey Mason,0.425,0.654,5,-6.835,0,0.0548,0.068,0.773,0.091,0.74,78.789,n,5YwZjTjhyzlne8vDAI5RtF,spotify:track:5YwZjTjhyzlne8vDAI5RtF,https://api.spotify.com/v1/tracks/5YwZjTjhyzlne8vDAI5RtF,https://api.spotify.com/v1/audio-analysis/5YwZjTjhyzlne8vDAI5RtF,368440,4,8
Montara,Harvey Mason,0.583,0.58,9,-10.219,0,0.0238,0.745,0.914,0.0928,0.262,102.007,n,34rek06gakAesuOVWdVNG1,spotify:track:34rek06gakAesuOVWdVNG1,https://api.spotify.com/v1/tracks/34rek06gakAesuOVWdVNG1,https://api.spotify.com/v1/audio-analysis/34rek06gakAesuOVWdVNG1,331400,4,8
If I Ever Lose This Heaven,Harvey Mason,0.733,0.403,10,-12.27,0,0.0402,0.573,0.0897,0.107,0.751,87.478,n,6TPKPutN8iiGOVvhquRntz,spotify:track:6TPKPutN8iiGOVvhquRntz,https://api.spotify.com/v1/tracks/6TPKPutN8iiGOVvhquRntz,https://api.spotify.com/v1/audio-analysis/6TPKPutN8iiGOVvhquRntz,358040,4,6
Looking Back,Harvey Mason,0.63,0.73,5,-9.43,0,0.0313,0.245,0.564,0.063,0.759,114.984,n,4CUH4mnMWpOno6LGvn6j9x,spotify:track:4CUH4mnMWpOno6LGvn6j9x,https://api.spotify.com/v1/tracks/4CUH4mnMWpOno6LGvn6j9x,https://api.spotify.com/v1/audio-analysis/4CUH4mnMWpOno6LGvn6j9x,95333,4,8
Before The Dawn,Harvey Mason,0.625,0.455,2,-11.451,0,0.0306,0.646,0.872,0.119,0.303,124.006,n,0nVE6JX8xXFwyor7ZkTHhr,spotify:track:0nVE6JX8xXFwyor7ZkTHhr,https://api.spotify.com/v1/tracks/0nVE6JX8xXFwyor7ZkTHhr,https://api.spotify.com/v1/audio-analysis/0nVE6JX8xXFwyor7ZkTHhr,408827,4,8
Studio Life (Hold It One Second),Harvey Mason,0.539,0.693,10,-14.326,0,0.146,0.0128,0.143,0.161,0.179,69.929,n,5wLuCuGZYNBSVCYeWpqXJa,spotify:track:5wLuCuGZYNBSVCYeWpqXJa,https://api.spotify.com/v1/tracks/5wLuCuGZYNBSVCYeWpqXJa,https://api.spotify.com/v1/audio-analysis/5wLuCuGZYNBSVCYeWpqXJa,66240,4,6
Places And Spaces,Harvey Mason,0.655,0.651,5,-7.726,0,0.0446,0.404,0.211,0.072,0.753,95.028,n,45aG4JCQAlzOp4X7z4N3qH,spotify:track:45aG4JCQAlzOp4X7z4N3qH,https://api.spotify.com/v1/tracks/45aG4JCQAlzOp4X7z4N3qH,https://api.spotify.com/v1/audio-analysis/45aG4JCQAlzOp4X7z4N3qH,423227,4,2
Either Way,Harvey Mason,0.585,0.872,1,-6.482,0,0.114,0.295,0.0,0.0845,0.639,180.054,n,7rpuK3RZPIuloIqs46O8Ob,spotify:track:7rpuK3RZPIuloIqs46O8Ob,https://api.spotify.com/v1/tracks/7rpuK3RZPIuloIqs46O8Ob,https://api.spotify.com/v1/audio-analysis/7rpuK3RZPIuloIqs46O8Ob,216307,4,2
Mase’s Theme,Harvey Mason,0.708,0.538,6,-8.586,1,0.0355,0.449,0.828,0.246,0.617,114.986,n,2YztZ8T4WUuSEDW1hn3g7J,spotify:track:2YztZ8T4WUuSEDW1hn3g7J,https://api.spotify.com/v1/tracks/2YztZ8T4WUuSEDW1hn3g7J,https://api.spotify.com/v1/audio-analysis/2YztZ8T4WUuSEDW1hn3g7J,104040,4,8
Chameleon,Harvey Mason,0.77,0.555,8,-8.635,1,0.0473,0.335,0.509,0.112,0.702,93.005,n,04YbExKBLLxPbUk5szMzrl,spotify:track:04YbExKBLLxPbUk5szMzrl,https://api.spotify.com/v1/tracks/04YbExKBLLxPbUk5szMzrl,https://api.spotify.com/v1/audio-analysis/04YbExKBLLxPbUk5szMzrl,419013,4,4
Looking Forward (Breaking Bad) [Bonus Track],Harvey Mason,0.724,0.889,10,-5.026,0,0.0444,0.348,0.815,0.2,0.683,115.006,n,0ptw7OWyKZjU9bJ8Az89Ba,spotify:track:0ptw7OWyKZjU9bJ8Az89Ba,https://api.spotify.com/v1/tracks/0ptw7OWyKZjU9bJ8Az89Ba,https://api.spotify.com/v1/audio-analysis/0ptw7OWyKZjU9bJ8Az89Ba,241933,4,6
Huapangos De Ruben Fuentes,Mariachi Vargas De Tecalitlán,0.311,0.585,7,-3.644,1,0.0372,0.638,0.0105,0.0945,0.386,93.757,n,2MxZnR34KkFq1lO1cnvd7j,spotify:track:2MxZnR34KkFq1lO1cnvd7j,https://api.spotify.com/v1/tracks/2MxZnR34KkFq1lO1cnvd7j,https://api.spotify.com/v1/audio-analysis/2MxZnR34KkFq1lO1cnvd7j,432560,4,12
Maria Linda,Mariachi Vargas De Tecalitlán,0.305,0.71,5,-2.595,1,0.0406,0.759,1.61e-06,0.135,0.487,129.237,n,4ecqjdmm33ieavhGDOSVZY,spotify:track:4ecqjdmm33ieavhGDOSVZY,https://api.spotify.com/v1/tracks/4ecqjdmm33ieavhGDOSVZY,https://api.spotify.com/v1/audio-analysis/4ecqjdmm33ieavhGDOSVZY,247013,3,12
Amor... Y Mas Amor,Mariachi Vargas De Tecalitlán,0.372,0.45,4,-4.721,0,0.032,0.721,0.0,0.106,0.456,87.691,n,1oiaxjT9dBfR7LWygwOVE7,spotify:track:1oiaxjT9dBfR7LWygwOVE7,https://api.spotify.com/v1/tracks/1oiaxjT9dBfR7LWygwOVE7,https://api.spotify.com/v1/audio-analysis/1oiaxjT9dBfR7LWygwOVE7,230067,4,12
Sones De Jalisco,Mariachi Vargas De Tecalitlán,0.355,0.647,7,-5.463,1,0.0431,0.428,0.000223,0.101,0.484,82.832,n,4rQYDKiUGSrgBcAFhgygSm,spotify:track:4rQYDKiUGSrgBcAFhgygSm,https://api.spotify.com/v1/tracks/4rQYDKiUGSrgBcAFhgygSm,https://api.spotify.com/v1/audio-analysis/4rQYDKiUGSrgBcAFhgygSm,248827,3,12
Jose Alfredo Jimenez,Mariachi Vargas De Tecalitlán,0.326,0.576,7,-2.8,1,0.0295,0.76,1.66e-05,0.374,0.364,90.803,n,5RBU7cH6Z9RYyI6ATtPHZ9,spotify:track:5RBU7cH6Z9RYyI6ATtPHZ9,https://api.spotify.com/v1/tracks/5RBU7cH6Z9RYyI6ATtPHZ9,https://api.spotify.com/v1/audio-analysis/5RBU7cH6Z9RYyI6ATtPHZ9,328933,4,12
Violin Huapango,Mariachi Vargas De Tecalitlán,0.373,0.454,2,-10.76,1,0.0421,0.495,0.0262,0.0711,0.52,165.582,n,7lZkdasAL4RykSx88sGfma,spotify:track:7lZkdasAL4RykSx88sGfma,https://api.spotify.com/v1/tracks/7lZkdasAL4RykSx88sGfma,https://api.spotify.com/v1/audio-analysis/7lZkdasAL4RykSx88sGfma,446867,3,12
Pepe Guizar,Mariachi Vargas De Tecalitlán,0.234,0.553,0,-3.642,1,0.0432,0.712,5.36e-05,0.19,0.17,55.028,n,2Q91NVhWhByM1pCrfrZCMC,spotify:track:2Q91NVhWhByM1pCrfrZCMC,https://api.spotify.com/v1/tracks/2Q91NVhWhByM1pCrfrZCMC,https://api.spotify.com/v1/audio-analysis/2Q91NVhWhByM1pCrfrZCMC,372720,4,12
La Bikina,Mariachi Vargas De Tecalitlán,0.554,0.804,0,-5.217,1,0.0377,0.128,0.0,0.305,0.759,124.454,n,1gKDdMniK16hbqOrjqy4dP,spotify:track:1gKDdMniK16hbqOrjqy4dP,https://api.spotify.com/v1/tracks/1gKDdMniK16hbqOrjqy4dP,https://api.spotify.com/v1/audio-analysis/1gKDdMniK16hbqOrjqy4dP,181812,4,7
